zipcode,median_income,total_pop,num_male,num_female,num_white,num_black,num_native,num_asian,num_pacific,num_other,num_mixed,num_hispanic,top_5_percent
54929,53000,8511,4122,4389,7945,1,168,111,0,188,98,276,0
54930,55000,1835,925,910,1806,0,4,6,0,0,19,32,0
54931,61250,432,168,264,419,0,0,0,0,0,13,0,0
54932,86458,1425,749,676,1183,0,0,40,0,1,201,3,0
54934,65729,322,163,159,259,29,0,0,0,0,34,17,0
54935,55704,41636,20296,21340,36449,1080,303,675,33,1508,1588,3176,0
54937,70372,20596,10461,10135,19481,195,138,282,0,93,407,1238,0
54940,80777,4385,2172,2213,4098,0,5,186,4,9,83,71,0
54941,59667,2409,1276,1133,2350,19,7,0,0,11,22,30,0
54942,104161,10124,4956,5168,9717,75,43,125,0,0,164,22,0
54943,47159,1938,1002,936,1872,3,6,0,0,31,26,125,0
54944,89123,8838,4498,4340,8728,0,8,25,6,14,57,121,0
54945,58784,3424,1817,1607,3341,0,1,8,0,1,73,68,0
54947,87917,2259,1107,1152,2214,0,20,8,0,0,17,26,0
54948,50000,207,99,108,203,0,4,0,0,0,0,0,0
54949,65375,3271,1779,1492,3185,12,24,4,9,8,29,60,0
54950,54125,2826,1483,1343,2772,0,14,0,0,13,27,40,0
54952,56774,27182,13251,13931,23492,468,260,905,13,754,1290,1856,0
54956,66453,44481,21962,22519,41118,949,275,577,0,524,1038,2229,0
54960,46786,2451,1265,1186,2329,3,21,26,0,4,68,12,0
54961,63228,14037,7240,6797,13088,98,47,203,0,378,223,760,0
54962,59464,1154,620,534,1132,0,16,0,0,0,6,27,0
54963,62721,7152,3796,3356,7105,0,0,15,0,3,29,172,0
54964,72500,1057,525,532,1044,0,0,0,0,0,13,73,0
54965,64632,1397,730,667,1372,0,2,7,0,0,16,4,0
54966,57350,2089,970,1119,1922,13,0,42,0,99,13,228,0
54967,53125,467,263,204,386,0,0,0,0,37,44,37,0
54968,50915,2873,1447,1426,2744,36,0,0,0,19,74,25,0
54970,51793,3862,2542,1320,3211,346,64,6,0,74,161,224,0
54971,60456,10467,5082,5385,10172,54,2,46,0,7,186,366,0
54974,69432,1369,681,688,1327,9,0,0,0,6,27,21,0
54977,70192,1485,792,693,1443,5,0,6,1,11,19,11,0
54979,68152,1321,704,617,1260,0,1,60,0,0,0,0,0
54980,51000,139,65,74,139,0,0,0,0,0,0,0,0
54981,58963,14989,7658,7331,14435,229,26,141,0,36,122,428,0
54982,51859,6819,3339,3480,6056,3,17,48,0,555,140,799,0
54983,60262,4299,2184,2115,4092,8,13,0,1,97,88,181,0
54984,52644,3081,1592,1489,2926,20,0,7,0,54,74,115,0
54986,76483,5457,2613,2844,5300,8,33,73,0,4,39,105,0
55001,109646,3029,1525,1504,2891,23,2,56,1,1,55,3,0
55003,87986,3758,2570,1188,2784,612,135,21,3,25,178,165,0
55005,85563,4714,2430,2284,4369,27,14,52,0,160,92,304,0
55006,52400,3651,1826,1825,3484,5,8,10,0,7,137,191,0
55007,55787,2361,1209,1152,2234,12,7,0,0,2,106,47,0
55008,73852,15396,7650,7746,14426,108,74,496,0,0,292,91,0
55009,73929,8017,4173,3844,7677,0,9,61,0,1,269,177,0
55011,110203,10825,5294,5531,9908,91,43,455,0,60,268,141,0
55012,77182,2023,1103,920,1934,14,34,0,0,0,41,11,0
55013,92672,7015,3362,3653,6497,1,18,99,0,31,369,42,0
55014,88589,28782,14902,13880,25248,966,248,1017,0,196,1107,602,0
55016,102334,36643,18473,18170,30635,1902,81,1933,69,435,1588,1529,0
55017,62222,905,492,413,847,5,4,18,0,0,31,6,0
55018,86964,839,448,391,820,0,0,0,0,0,19,8,0
55019,93950,2243,1091,1152,2141,3,3,59,0,5,32,45,0
55020,134836,4529,1971,2558,4349,0,0,69,0,0,111,46,0
55021,65005,30334,15913,14421,23730,3368,142,526,25,1543,1000,3424,0
55024,100520,36897,18357,18540,32688,738,213,1066,45,1196,951,2031,0
55025,88502,25709,12556,13153,22813,360,182,1059,22,381,892,879,0
55026,84583,426,232,194,416,0,7,1,0,0,2,0,0
55027,76600,2946,1520,1426,2817,0,14,7,0,96,12,163,0
55030,61438,1430,752,678,1317,100,6,0,0,0,7,115,0
55031,101563,1848,955,893,1771,32,0,8,0,6,31,35,0
55032,96326,3744,1945,1799,3598,32,21,26,0,0,67,46,0
55033,84307,30402,15920,14482,28700,273,114,136,0,327,852,1085,0
55036,27917,59,31,28,56,0,0,0,0,0,3,0,0
55037,46111,4717,2390,2327,3997,54,312,36,0,68,250,142,0
55038,103024,22921,11197,11724,21143,339,0,868,0,29,542,513,0
55040,81548,13490,7028,6462,13082,61,0,43,5,30,269,445,0
55041,68773,7498,3812,3686,7005,93,0,159,0,179,62,219,0
55042,149063,9918,5158,4760,9111,210,6,208,0,164,219,639,0
55043,87060,3659,1814,1845,3499,0,0,79,0,0,81,17,0
55044,114137,55722,28030,27692,48299,1880,60,2970,0,785,1728,2114,0
55045,105197,7362,3788,3574,6954,0,4,185,0,0,219,204,0
55046,91771,5621,2893,2728,5398,48,13,64,16,10,72,91,0
55047,94722,2405,1210,1195,2255,0,32,25,0,0,93,6,0
55049,71154,2607,1325,1282,2100,14,7,30,20,389,47,703,0
55051,56110,9445,4686,4759,9044,11,44,76,0,13,257,112,0
55052,70481,2123,1021,1102,2113,4,0,3,0,0,3,21,0
55053,78571,957,480,477,921,0,0,8,0,0,28,13,0
55054,127424,2502,1317,1185,2372,76,0,20,0,0,34,16,0
55055,58569,3664,1812,1852,2917,387,0,231,0,14,115,145,0
55056,85347,14088,7120,6968,13393,42,60,228,8,56,301,443,0
55057,75850,25247,12376,12871,22029,408,73,779,5,839,1114,1888,0
55060,69248,29100,14565,14535,26291,1232,127,118,4,702,626,1881,0
55063,61467,9640,4870,4770,9257,85,7,84,10,27,170,140,0
55065,97315,1328,688,640,1304,0,0,5,0,0,19,11,0
55066,60950,18679,9267,9412,16653,419,163,37,1,656,750,1030,0
55068,107268,30178,15243,14935,26059,1328,0,1180,11,155,1445,896,0
55069,57014,5522,3290,2232,4709,536,109,59,14,9,86,131,0
55070,86858,8567,4449,4118,8114,103,0,16,0,0,334,279,0
55071,85426,5692,3003,2689,4740,43,10,498,0,64,337,404,0
55072,45250,4543,2799,1744,3622,347,294,59,0,47,174,314,0
55073,101451,3599,1798,1801,3513,9,18,0,0,28,31,182,0
55074,91534,2197,1117,1080,2086,0,6,3,0,34,68,74,0
55075,63204,20132,9803,10329,15658,760,83,559,0,1572,1500,2957,0
55076,82509,22681,11429,11252,19448,673,59,732,0,824,945,3557,0
55077,86548,12742,6453,6289,10373,533,11,456,0,1005,364,1631,0
55079,90470,8682,4558,4124,8090,56,51,103,0,9,373,152,0
55080,84779,2887,1470,1417,2811,10,10,5,0,14,37,50,0
55082,99541,36736,18140,18596,34208,716,139,411,0,225,1037,1166,0
55084,68125,1855,863,992,1807,3,24,0,0,0,21,16,0
55085,81250,477,224,253,468,0,0,4,0,4,1,11,0
55087,105114,447,260,187,366,0,0,0,0,46,35,32,0
55088,103125,1573,793,780,1472,19,45,7,0,5,25,17,0
55089,84821,1544,762,782,1306,13,155,15,0,7,48,20,0
55090,50000,331,156,175,331,0,0,0,0,0,0,23,0
55092,82561,10925,5642,5283,10713,34,52,20,0,0,106,123,0
55101,63250,7306,3847,3459,5200,609,71,1009,5,72,340,337,0
55102,61295,18757,9312,9445,15071,1822,71,459,0,489,845,1369,0
55103,39047,13483,6789,6694,4825,3926,138,3136,0,284,1174,1369,0
55104,62009,45211,21440,23771,29345,7247,414,3601,55,1271,3278,2443,0
55105,95696,27014,12456,14558,23864,806,22,1103,0,68,1151,1135,0
55106,53617,58335,28861,29474,20757,8696,693,21565,0,2044,4580,6481,0
55107,57468,14575,7122,7453,7600,1966,228,1194,0,1972,1615,4113,0
55108,76967,15810,7542,8268,12041,1075,26,1789,0,152,727,652,0
55109,67435,33926,17075,16851,21263,3802,145,5808,0,811,2097,2316,0
55110,87341,40302,19786,20516,36779,811,80,976,0,630,1026,1807,0
55112,78927,46244,21958,24286,34871,3289,162,3891,2,1650,2379,3167,0
55113,72852,42242,20291,21951,31331,3401,195,3821,15,491,2988,1780,0
55114,63600,3136,1521,1615,2248,349,0,427,20,36,56,143,0
55115,111114,9342,4512,4830,8732,230,40,177,19,23,121,138,0
55116,67204,25125,11906,13219,18700,3380,57,1154,0,355,1479,1018,0
55117,55821,46053,22620,23433,22614,8182,244,11200,29,914,2870,3669,0
55118,69375,27767,12950,14817,22549,1061,75,1032,0,1672,1378,3981,0
55119,60237,43876,22319,21557,23000,8226,654,8363,0,1779,1854,4967,0
55120,90758,5036,2401,2635,3774,134,4,186,0,24,914,147,0
55121,68365,8679,4235,4444,5771,1638,16,762,0,163,329,532,0
55122,76997,30976,15002,15974,22058,4315,107,2537,94,616,1249,1784,0
55123,120131,26821,13330,13491,22531,793,85,2704,0,173,535,1020,0
55124,90183,53781,26375,27406,40311,4797,85,3609,0,1228,3751,3288,0
55125,100793,44446,21679,22767,36035,2083,153,3944,51,525,1655,2180,0
55126,96636,27125,13182,13943,22960,933,21,2262,34,191,724,818,0
55127,101964,19037,8845,10192,16426,584,22,1150,0,169,686,932,0
55128,72855,28752,13495,15257,20726,3035,117,2996,0,473,1405,1920,0
55129,130812,26852,13457,13395,19607,2175,17,3874,0,118,1061,1498,0
55130,40922,19510,9903,9607,5429,4214,487,7927,0,625,828,2691,0
55150,49286,143,79,64,128,3,5,1,0,3,3,4,0
55301,96819,13708,7043,6665,12172,950,0,163,0,137,286,0,0
55302,73184,7393,3665,3728,7021,84,2,137,0,118,31,148,0
55303,87012,49786,24706,25080,43169,2495,301,1414,4,506,1897,1537,0
55304,109227,50177,25272,24905,45254,1035,127,1905,2,334,1520,1350,0
55305,87461,21337,10684,10653,17733,1157,16,1785,0,138,508,422,0
55306,74505,15824,7767,8057,10900,1974,7,893,0,1522,528,2579,0
55307,66176,3441,1757,1684,3265,28,0,14,0,26,108,461,0
55308,92315,9946,5223,4723,9556,30,83,24,0,0,253,52,0
55309,95720,19733,9548,10185,18674,237,53,77,0,293,399,694,0
55310,62097,1297,656,641,1267,18,0,1,0,10,1,13,0
55311,131723,39229,18196,21033,32443,2670,65,2909,0,155,987,258,0
55312,75729,1448,716,732,1343,49,50,0,0,1,5,6,0
55313,80520,25150,12833,12317,24295,125,81,105,8,182,354,735,0
55314,55313,1114,548,566,932,8,19,0,0,146,9,147,0
55315,109393,5932,3106,2826,5469,63,0,103,0,45,252,182,0
55316,96469,24980,12079,12901,21377,2348,31,548,0,31,645,398,0
55317,119690,22003,10841,11162,19114,412,23,1476,0,112,866,809,0
55318,92094,28959,14094,14865,25636,813,143,1003,0,561,803,1755,0
55319,91167,5567,2968,2599,5426,26,10,32,0,24,49,41,0
55320,90562,5755,2891,2864,5244,12,9,63,0,363,64,138,0
55321,67938,5238,2772,2466,4873,32,31,11,0,99,192,450,0
55322,99263,3872,2010,1862,3531,210,0,27,0,2,102,119,0
55324,73750,1085,567,518,1041,0,2,9,0,21,12,33,0
55325,75000,4757,2420,2337,4553,0,4,27,0,14,159,121,0
55327,113878,3925,2153,1772,3600,109,0,157,0,0,59,20,0
55328,99444,9626,4896,4730,9340,0,3,34,0,78,171,233,0
55329,68684,2077,1069,1008,2014,5,5,0,0,26,27,40,0
55330,93969,39634,20278,19356,36570,748,67,541,0,877,831,1237,0
55331,140520,19696,10056,9640,18494,91,52,282,14,85,678,1027,0
55332,54097,1761,886,875,1487,0,0,32,0,193,49,209,0
55333,64688,839,456,383,679,23,58,29,0,0,50,23,0
55334,55608,2667,1341,1326,2312,53,5,48,3,152,94,479,0
55335,47569,1570,797,773,1464,12,14,19,0,46,15,163,0
55336,65592,7930,4057,3873,7009,54,0,0,0,563,304,950,0
55337,76596,45659,21525,24134,32551,6305,53,2341,22,1483,2904,3466,0
55338,65341,1047,574,473,1001,9,0,0,0,28,9,49,0
55339,95000,1016,492,524,981,0,4,5,0,8,18,25,0
55340,149000,8679,4237,4442,7382,236,0,783,0,8,270,144,0
55341,112414,3300,1643,1657,3247,2,0,36,0,0,15,13,0
55342,59583,1761,946,815,1637,4,4,2,0,95,19,106,0
55343,68211,25734,12245,13489,18069,4393,44,1737,0,336,1155,1634,0
55344,78750,15907,7808,8099,9509,2714,2,2621,0,535,526,1738,0
55345,112907,22081,10776,11305,19248,786,33,874,9,121,1010,534,0
55346,118111,17907,8838,9069,14163,946,26,1195,0,777,800,318,0
55347,140028,30667,14799,15868,23490,732,89,4363,0,903,1090,1059,0
55349,73173,3723,1749,1974,3608,20,5,29,0,26,35,67,0
55350,61758,17938,8770,9168,17156,79,44,213,0,218,228,796,0
55352,91581,9760,4817,4943,9034,205,0,80,0,143,298,518,0
55353,83708,3535,1800,1735,3460,15,0,0,0,3,57,22,0
55354,72847,2859,1413,1446,2751,6,0,0,0,8,94,282,0
55355,59458,9581,4865,4716,9199,66,13,2,0,208,93,540,0
55356,138681,6027,3084,2943,5361,79,20,368,0,18,181,117,0
55357,116696,3438,1705,1733,3384,7,0,18,0,0,29,16,0
55358,81528,5031,2527,2504,4872,17,20,2,0,10,110,55,0
55359,106081,6601,3472,3129,6199,153,4,37,0,67,141,212,0
55360,100107,3130,1615,1515,2984,25,0,25,5,3,88,30,0
55362,76708,19253,9425,9828,17309,240,55,374,0,637,638,1125,0
55363,73555,5240,2631,2609,4543,56,126,20,0,4,491,480,0
55364,99485,14970,7659,7311,14140,65,10,274,0,125,356,233,0
55366,34750,484,241,243,453,0,0,0,0,20,11,34,0
55367,72500,941,486,455,922,0,0,5,0,0,14,33,0
55368,73173,2001,1019,982,1927,5,0,3,0,20,46,32,0
55369,93779,38081,18469,19612,32091,2073,180,1577,13,641,1506,2160,0
55370,71964,617,320,297,614,0,0,0,0,0,3,3,0
55371,71706,16859,8700,8159,16122,48,110,165,22,73,319,318,0
55372,115250,34188,16992,17196,31266,285,173,1154,0,350,960,895,0
55373,80408,5590,2787,2803,5391,63,0,68,0,0,68,118,0
55374,131114,15959,7794,8165,15453,35,26,214,0,54,177,272,0
55375,117667,4405,2201,2204,4160,27,78,77,0,28,35,107,0
55376,110306,17793,9116,8677,15912,776,32,491,0,117,465,450,0
55378,120713,31829,16009,15820,24859,2249,435,2658,0,533,1095,1778,0
55379,89056,45001,22009,22992,31759,3354,363,4309,38,1916,3262,3966,0
55381,70188,1987,1030,957,1901,21,0,2,0,0,63,32,0
55382,77344,3455,1791,1664,3407,0,0,34,0,6,8,34,0
55384,48661,2136,1086,1050,1816,182,0,64,0,0,74,0,0
55385,58750,1300,686,614,1159,2,0,3,0,101,35,140,0
55386,165568,8211,4337,3874,7547,5,1,400,0,52,206,196,0
55387,101085,13501,6644,6857,13111,136,0,13,0,48,193,437,0
55388,94481,5955,3053,2902,5777,20,18,0,0,0,140,190,0
55389,73375,2571,1256,1315,2477,0,0,6,0,24,64,110,0
55390,93063,2692,1476,1216,2575,13,0,7,0,51,46,69,0
55391,126284,15730,8063,7667,14914,109,1,271,0,144,291,285,0
55395,55300,2595,1259,1336,2557,18,0,0,0,4,16,121,0
55396,58563,2175,1120,1055,2006,28,22,13,0,41,65,120,0
55397,69050,3020,1434,1586,2493,142,32,2,0,308,43,311,0
55398,93851,17039,8408,8631,15533,136,0,398,0,117,855,412,0
55401,102558,10942,6150,4792,8333,658,82,1383,16,54,416,576,0
55402,58563,514,325,189,317,78,0,54,0,16,49,34,0
55403,50584,16437,9123,7314,12369,2017,157,638,0,530,726,1072,0
55404,35610,28586,15247,13339,11867,10566,1471,1058,1,1957,1666,4042,0
55405,62349,16277,8564,7713,10580,3335,222,871,0,466,803,912,0
55406,75041,33709,16651,17058,25445,3767,330,1042,25,1409,1691,2711,0
55407,66498,40792,20209,20583,22048,8417,765,924,0,6078,2560,9199,0
55408,61896,32276,16964,15312,20564,5364,185,1120,28,2522,2493,5026,0
55409,79951,11631,5462,6169,8353,1065,50,365,0,727,1071,1279,0
55410,127936,20087,9266,10821,17607,370,61,621,0,629,799,435,0
55411,42153,31685,15473,16212,6458,16303,586,3808,5,1389,3136,3391,0
55412,50481,24402,12155,12247,9779,8782,299,2647,0,1088,1807,2368,0
55413,68336,14769,7716,7053,10383,2403,44,497,0,793,649,1205,0
55414,42139,36017,18144,17873,26410,1770,399,5251,31,417,1739,1716,0
55415,109667,5177,3132,2045,3284,1145,189,269,0,103,187,183,0
55416,93155,32956,15726,17230,27931,1291,201,1157,10,603,1763,1937,0
55417,98105,26035,12882,13153,21145,2056,415,400,0,813,1206,1545,0
55418,73551,30209,15452,14757,23749,2214,643,821,0,996,1786,2165,0
55419,113675,28792,14246,14546,23544,2812,8,560,0,848,1020,1710,0
55420,63271,22215,10588,11627,13035,3425,205,1437,7,2600,1506,2923,0
55421,62189,28784,14717,14067,18224,5832,257,1187,19,1914,1351,3040,0
55422,76803,28967,13691,15276,20556,4397,108,1102,0,789,2015,1926,0
55423,70106,36311,18387,17924,23728,4184,272,1916,21,3497,2693,6973,0
55424,193333,10383,5369,5014,9567,49,5,259,0,48,455,175,0
55425,66134,10260,5241,5019,5450,1690,23,714,0,1767,616,2612,0
55426,81623,26110,12617,13493,20840,1799,92,1876,34,454,1015,972,0
55427,80729,24017,11494,12523,19226,2766,122,609,10,286,998,1331,0
55428,58219,32251,15481,16770,18626,8704,43,2128,10,1223,1517,2664,0
55429,56145,28257,13909,14348,11486,9590,200,4155,0,1840,986,3247,0
55430,65505,22324,11291,11033,9138,6646,151,3448,80,1457,1404,2960,0
55431,91788,18478,8764,9714,14623,1486,45,1005,0,346,973,644,0
55432,65472,30401,15266,15135,20142,4992,291,1968,46,1235,1727,3205,0
55433,70477,34461,16420,18041,27988,2493,81,1698,12,187,2002,1365,0
55434,74520,31267,15402,15865,23340,3114,136,2377,3,1095,1202,2001,0
55435,69659,13771,6350,7421,10504,870,66,1441,0,588,302,845,0
55436,107104,13718,6257,7461,12366,152,36,620,0,19,525,206,0
55437,82860,17845,9123,8722,14383,1278,30,1116,0,412,626,840,0
55438,87395,16428,7616,8812,13393,615,90,815,1,104,1410,544,0
55439,136558,9416,4531,4885,8088,187,6,731,0,3,401,350,0
55441,83675,18725,9903,8822,14671,1187,87,958,3,1117,702,1777,0
55442,110675,12681,5493,7188,10875,405,24,344,0,121,912,471,0
55443,79924,30978,14810,16168,14324,9464,24,5495,0,383,1288,661,0
55444,82921,15381,7857,7524,6455,3609,40,3990,51,230,1006,525,0
55445,91304,13030,6532,6498,5777,2293,3,4249,0,16,692,348,0
55446,140656,26616,13488,13128,17663,1060,111,6061,38,158,1525,1051,0
55447,111808,21332,10496,10836,18528,752,98,1208,0,108,638,800,0
55448,80775,28258,14253,14005,23594,2021,97,1278,0,65,1203,1084,0
55449,107053,28947,14405,14542,23120,1396,224,2448,0,430,1329,1628,0
55454,20358,9798,4523,5275,2872,5337,75,1074,0,55,385,181,0
55602,44375,255,152,103,252,0,2,0,0,0,1,0,0
55603,50764,443,266,177,423,8,0,0,0,0,12,17,0
55604,61214,3515,1730,1785,3391,2,65,0,0,39,18,62,0
55605,54022,722,359,363,178,0,433,23,1,0,87,8,1
55606,50568,201,148,53,201,0,0,0,0,0,0,12,1
55609,147725,163,90,73,163,0,0,0,0,0,0,0,0
55612,71842,483,250,233,452,0,0,0,0,20,11,20,0
55613,58125,213,90,123,206,0,3,0,0,0,4,0,0
55614,60595,2165,1025,1140,2054,15,4,11,0,12,69,48,0
55615,52857,268,122,146,206,0,0,30,0,22,10,27,0
55616,65841,7027,3735,3292,6826,41,43,3,0,2,112,88,0
55702,61389,518,288,230,472,0,7,0,0,5,34,15,0
55703,58110,1423,393,1030,739,0,27,7,2,637,11,13,0
55704,50781,1042,567,475,1015,3,7,0,0,0,17,35,0
55705,47833,3294,1640,1654,3189,2,38,10,0,0,55,0,0
55706,46890,1615,876,739,1511,2,21,13,0,0,68,31,0
55707,68365,3670,1948,1722,3552,11,11,10,0,0,86,49,0
55708,47083,629,372,257,608,0,1,0,0,0,20,6,0
55709,61276,4120,2153,1967,3789,39,74,0,1,25,192,128,0
55710,73576,1142,603,539,1126,5,0,0,0,0,11,1,0
55711,44531,547,324,223,464,2,33,0,0,0,48,3,0
55712,39896,702,381,321,647,12,7,4,0,13,19,45,0
55713,45500,1137,632,505,942,31,23,3,0,0,138,0,0
55716,53594,312,154,158,299,0,1,0,0,0,12,4,0
55717,78482,429,247,182,410,0,12,5,0,0,2,4,0
55718,65750,3267,1682,1585,3084,50,24,30,0,8,71,46,0
55719,44934,5792,2992,2800,5575,42,3,1,11,9,151,21,0
55720,56429,17131,8318,8813,14341,259,1641,183,10,3,694,302,0
55721,68997,3558,1812,1746,3328,1,56,28,50,1,94,69,0
55722,31507,902,451,451,844,3,47,0,0,0,8,0,0
55723,59489,1901,946,955,1786,48,18,8,0,5,36,29,0
55724,66964,763,413,350,726,4,4,0,0,0,29,8,0
55725,51250,99,53,46,95,0,4,0,0,0,0,5,0
55726,70729,1059,503,556,1048,0,1,0,0,0,10,0,0
55731,48247,5770,3111,2659,5557,38,33,11,0,11,120,104,0
55732,53846,1352,741,611,1266,2,6,6,0,0,72,1,0
55733,103194,5032,2576,2456,5012,8,5,0,0,0,7,0,0
55734,58129,6234,3160,3074,5986,20,65,0,0,0,163,60,0
55735,52108,1744,860,884,1667,6,37,1,0,3,30,10,0
55736,48542,1340,689,651,1314,2,12,0,0,0,12,5,0
55738,64792,558,275,283,531,0,1,0,0,4,22,12,0
55741,62009,3453,1795,1658,3353,1,4,9,0,0,86,0,0
55742,56750,269,142,127,251,0,3,0,0,0,15,0,0
55744,56366,20142,9911,10231,19196,80,197,27,0,43,599,265,0
55746,47452,16735,8039,8696,15471,307,50,319,1,188,399,227,0
55748,47083,1462,672,790,1358,3,13,16,0,3,69,3,0
55749,75000,414,229,185,390,3,0,0,0,4,17,4,0
55750,58864,2106,1094,1012,2084,0,6,0,0,0,16,23,0
55751,74609,1604,847,757,1536,25,10,0,0,4,29,4,0
55752,65179,369,188,181,358,0,6,5,0,0,0,0,0
55753,44266,1173,541,632,1032,4,9,0,0,0,128,21,0
55756,61667,331,157,174,318,0,0,5,0,3,5,9,0
55757,57750,690,374,316,645,6,10,3,0,0,26,12,0
55758,46607,192,119,73,133,37,0,0,0,0,22,11,0
55760,50278,2889,1496,1393,2549,15,209,10,0,10,96,69,0
55763,59866,569,338,231,559,2,2,0,0,0,6,0,0
55764,32500,500,244,256,450,4,23,3,0,0,20,0,0
55765,52981,820,398,422,774,23,1,12,0,0,10,2,0
55767,59808,4297,3001,1296,3275,566,77,13,0,12,354,186,0
55768,55612,2745,1407,1338,2662,13,17,19,0,0,34,5,0
55769,56180,2373,1298,1075,2117,20,19,24,0,23,170,37,0
55771,46875,1500,766,734,955,7,465,0,0,0,73,7,0
55772,58750,89,40,49,10,0,79,0,0,0,0,0,0
55775,78929,1593,823,770,1519,0,37,7,0,0,30,44,0
55779,88079,3913,2165,1748,3693,43,33,16,6,0,122,32,0
55780,51071,176,78,98,90,15,48,0,0,0,23,0,0
55781,65750,778,378,400,755,1,0,1,0,0,21,0,0
55782,47440,493,251,242,475,0,2,0,0,0,16,17,0
55783,68636,2330,1246,1084,2210,31,8,9,0,2,70,26,0
55784,36250,101,54,47,101,0,0,0,0,0,0,0,0
55785,48750,256,123,133,248,0,2,0,0,0,6,0,0
55786,47885,308,163,145,278,9,1,0,0,0,20,0,0
55787,58250,628,296,332,621,6,0,0,0,0,1,50,0
55790,62784,2086,1244,842,1336,14,226,10,0,448,52,17,0
55792,44213,9689,4974,4715,9029,73,270,66,0,3,248,109,0
55793,60833,742,376,366,649,0,43,31,0,0,19,13,0
55795,55278,1903,1152,751,1708,65,30,1,0,13,86,19,0
55797,71148,1588,813,775,1499,0,27,0,0,1,61,38,0
55798,59722,602,299,303,585,0,5,2,0,0,10,7,0
55802,40530,2492,1187,1305,1952,158,76,43,0,0,263,94,0
55803,83988,17804,8905,8899,16917,93,71,218,13,64,428,276,0
55804,86849,15416,7295,8121,14440,100,29,97,0,0,750,290,0
55805,31872,9563,4393,5170,7831,407,383,187,0,49,706,356,0
55806,35625,8821,4384,4437,7353,406,371,40,0,74,577,228,0
55807,50250,9019,4496,4523,8224,103,210,0,0,17,465,157,0
55808,45078,5746,3010,2736,5056,24,111,38,0,170,347,276,0
55810,67881,8318,4077,4241,7908,5,103,95,0,6,201,263,0
55811,67989,28146,13796,14350,26389,458,192,417,22,42,626,426,0
55812,48528,10984,5663,5321,9533,413,138,240,6,147,507,404,0
55901,77712,56879,27207,29672,44029,5582,157,4064,14,475,2558,2543,0
55902,91627,25063,12242,12821,20706,555,22,2506,39,155,1080,1492,0
55904,67371,27293,13770,13523,21478,3434,198,872,59,532,720,2377,0
55906,89297,19616,9964,9652,16578,593,74,1604,0,163,604,940,0
55909,75670,1508,768,740,1493,0,0,3,0,0,12,54,0
55910,65104,1260,647,613,1226,5,0,2,0,22,5,61,0
55912,50998,28658,14378,14280,23227,1426,47,1811,46,1173,928,4463,0
55917,66250,3626,1773,1853,3437,3,0,3,2,40,141,289,0
55918,62679,926,516,410,888,1,0,9,0,27,1,57,0
55919,61691,1070,572,498,1007,5,1,26,0,0,31,4,0
55920,104180,7555,3596,3959,7316,0,0,126,0,10,103,191,0
55921,59028,4649,2276,2373,4536,86,0,0,0,5,22,15,0
55922,50000,1196,641,555,1170,22,0,0,0,0,4,78,0
55923,76771,4268,2141,2127,4132,38,0,19,0,2,77,36,0
55924,68438,1446,747,699,1307,0,19,0,0,57,63,139,0
55925,67917,1220,576,644,1166,0,0,46,0,0,8,14,0
55926,83000,823,448,375,813,0,0,2,0,0,8,1,0
55927,78311,4286,2268,2018,3739,7,7,29,4,383,117,605,0
55929,92734,1220,558,662,1149,2,0,0,0,62,7,69,0
55931,43125,359,160,199,313,0,0,6,0,0,40,7,0
55932,80781,1996,982,1014,1864,0,0,48,0,0,84,65,0
55933,55250,264,155,109,263,1,0,0,0,0,0,3,0
55934,73250,3552,1784,1768,3351,47,0,15,0,113,26,135,0
55935,75000,927,472,455,917,1,0,7,0,1,1,1,0
55936,63237,1914,872,1042,1824,17,2,17,0,2,52,56,0
55939,60303,1941,923,1018,1907,16,0,0,0,0,18,5,0
55940,60000,2744,1376,1368,2613,7,0,13,0,95,16,40,0
55941,56250,1008,545,463,940,37,1,0,0,4,26,16,0
55943,55722,2946,1485,1461,2872,0,17,0,0,6,51,13,0
55944,80726,7552,3744,3808,7241,1,0,138,0,46,126,104,0
55945,67313,1325,715,610,1296,0,0,5,0,0,24,23,0
55946,71046,3315,1708,1607,3200,36,0,18,0,30,31,79,0
55947,70063,7357,3698,3659,6810,88,0,77,2,20,360,164,0
55949,66136,1852,984,868,1813,2,0,0,0,0,37,20,0
55950,17130,169,60,109,135,0,0,34,0,0,0,0,0
55951,51522,1579,864,715,1447,0,6,13,0,7,106,38,0
55952,78942,2756,1385,1371,2334,24,0,95,0,66,237,190,0
55953,47176,832,482,350,767,16,1,1,0,6,41,24,0
55954,64519,1326,604,722,1316,0,0,8,0,0,2,11,0
55955,115491,2594,1306,1288,2496,12,31,0,0,34,21,35,0
55956,77981,2043,1103,940,2028,0,4,4,0,5,2,12,0
55957,60625,794,411,383,775,0,5,2,0,8,4,82,0
55959,63472,2403,1176,1227,2252,12,19,76,0,9,35,142,0
55960,102833,3041,1471,1570,2951,7,0,46,0,17,20,45,0
55961,72708,501,249,252,473,0,1,0,0,20,7,38,0
55962,58563,810,431,379,794,0,0,0,0,0,16,49,0
55963,78103,5465,2752,2713,5271,71,0,19,0,1,103,13,0
55964,62120,4441,2169,2272,4341,5,40,0,0,16,39,211,0
55965,54345,2294,1122,1172,2244,5,8,21,0,6,10,42,0
